symbol,code,year,quarter,as_of_date,name,revenue,gross_profit,operating_income,pretax_income,tax_expense,net_income_parent,eps,source_endpoint,current_assets,current_liabilities,assets,liabilities,equity,book_value_per_share,source_endpoint_balance,tax_rate,nopat,invested_capital_proxy,roic_proxy,roe,roa,debt_to_equity,gross_margin,operating_margin,net_margin,revenue_growth,pe,pb,eva_like_score
2103.TW,2103,115.0,1.0,2026-06-04,台橡,10330865.0,1265731.0,651038.0,844918.0,343164.0,435719.0,0.53,t187ap06_L_ci,20606457.0,11013075.0,44846222.0,22698723.0,22147499.0,24.81,t187ap07_L_ci,0.4,390622.8,33833147.0,0.011545565063752419,0.019673508056146656,0.009715846298044905,1.0248887696078008,0.1225193630930227,0.06301873076455844,0.042176429563255353,,,,31.55460307645786
2104.TW,2104,115.0,1.0,2026-06-04,國際中橡,3507985.0,-592275.0,-888351.0,-938414.0,49297.0,-785313.0,-0.81,t187ap06_L_ci,21721369.0,16492986.0,48325492.0,23513335.0,24812157.0,24.35,t187ap07_L_ci,0.0,-888351.0,31832506.0,-0.027907039426930447,-0.03165033173053032,-0.01625049156250701,0.9476538053503369,-0.16883624074789375,-0.25323682968997874,-0.22386441219104414,,,,12.668803670676931
2105.TW,2105,115.0,1.0,2026-06-04,正新,23428390.0,5819824.0,2326581.0,2517751.0,662587.0,1861686.0,0.57,t187ap06_L_ci,74828337.0,28545164.0,146931420.0,61509132.0,85422288.0,26.18,t187ap07_L_ci,0.2631662146097847,1714303.4852469526,118386256.0,0.014480595494522207,0.021793914019254554,0.012670441761197162,0.7200595235753928,0.24840904560663365,0.09930605560177204,0.07946282266941945,,,,46.097071872734894
2106.TW,2106,115.0,1.0,2026-06-04,建大,8698617.0,1718035.0,255513.0,171823.0,60640.0,111183.0,0.12,t187ap06_L_ci,25478129.0,9730576.0,47068938.0,27476173.0,19592765.0,20.52,t187ap07_L_ci,0.3529213201957829,165337.01471281494,37338362.0,0.004428073591252207,0.00567469675668544,0.0023621310512678233,1.4023632192801783,0.1975066841085198,0.02937397979471909,0.012781687019902128,,,,19.712646144864777
2107.TW,2107,115.0,1.0,2026-06-04,厚生,327504.0,108944.0,61789.0,88780.0,18672.0,70108.0,0.23,t187ap06_L_ci,11124237.0,2061631.0,15861263.0,2536045.0,13325218.0,43.89,t187ap07_L_ci,0.21031763910790718,48793.68339716153,13799632.0,0.0035358684490399113,0.005261302291639807,0.004420076761856858,0.19031921278886393,0.332649372221408,0.1886663979676584,0.21406761444135033,,,,48.387448637655424
2108.TW,2108,115.0,1.0,2026-06-04,南帝,2595684.0,706987.0,322249.0,400150.0,120689.0,166573.0,0.34,t187ap06_L_ci,14271694.0,1850566.0,18859782.0,2404041.0,16455741.0,29.04,t187ap07_L_ci,0.3016093964763214,225055.67359490192,17009216.0,0.013231396061693962,0.01012248552040288,0.00883218056285062,0.14609132460215557,0.272370211474124,0.12414800877148374,0.0641730657506846,,,,47.04680594228392
2109.TW,2109,115.0,1.0,2026-06-04,華豐,1087805.0,247547.0,119153.0,187878.0,44674.0,113502.0,0.41,t187ap06_L_ci,3848121.0,2285586.0,8526981.0,3577294.0,4949687.0,12.46,t187ap07_L_ci,0.23778196489211084,90820.5655372103,6241395.0,0.014551324749869268,0.022931146959393595,0.013310924464356142,0.7227313565484039,0.22756560229085177,0.10953525677855866,0.10434039189009059,,,,46.65740019015006
2114.TW,2114,115.0,1.0,2026-06-04,鑫永銓,388362.0,156387.0,125042.0,138285.0,27943.0,110342.0,1.41,t187ap06_L_ci,2447186.0,377709.0,3872503.0,589495.0,3283008.0,42.09,t187ap07_L_ci,0.20206819250099434,99774.98907329066,3494794.0,0.028549605233753595,0.033610030801021505,0.02849371582152422,0.17955941624266528,0.4026835787229441,0.3219727985745258,0.2841215154932769,,,,82.47443780272411
2115.TW,2115,115.0,1.0,2026-06-04,六暉-KY,795763.0,146418.0,55001.0,50773.0,23159.0,28129.0,0.27,t187ap06_L_ci,2550411.0,942761.0,4966182.0,1610225.0,3355957.0,31.98,t187ap07_L_ci,0.4,33000.6,4023421.0,0.008202124510460127,0.008381811805097622,0.005664109772859714,0.4798109749320388,0.18399699407989564,0.06911731256668129,0.03534846430407043,,,,32.41496887331567
2201.TW,2201,115.0,1.0,2026-06-04,裕隆,16975232.0,5600426.0,1529772.0,1410701.0,356383.0,363664.0,0.35,t187ap06_L_ci,258394518.0,257093889.0,369722615.0,273701167.0,96021448.0,60.66,t187ap07_L_ci,0.2526283032336406,1143308.2953056672,112628726.0,0.010151125169485334,0.003787320516141352,0.0009836130797679227,2.8504169922536473,0.3299174939111289,0.09011788469223866,0.02142321236021988,,,,23.929313027235008
2204.TW,2204,115.0,1.0,2026-06-04,中華,9416045.0,1279362.0,435469.0,772366.0,152749.0,642993.0,1.18,t187ap06_L_ci,14530336.0,12470685.0,54333005.0,13555521.0,40777484.0,66.59,t187ap07_L_ci,0.19776763865835628,349347.32416108425,41862320.0,0.0083451496276624,0.015768334309198676,0.011834298507877487,0.3324266156293507,0.13587042118001771,0.046247548731978234,0.06828695062523597,,,,33.94177186133571
2206.TW,2206,115.0,1.0,2026-06-04,三陽工業,14947523.0,3169197.0,1407602.0,1401468.0,300076.0,1061801.0,1.37,t187ap06_L_ci,35643431.0,24328027.0,96546885.0,53175170.0,43371715.0,35.41,t187ap07_L_ci,0.2141154846204123,1106212.6156173383,72218858.0,0.015317503575275842,0.024481416056524395,0.01099777584745484,1.226033372210437,0.21202155032643202,0.0941695824786488,0.07103524777984954,,,,40.744788394162846
2207.TW,2207,115.0,1.0,2026-06-04,和泰車,,,6535649.0,6535649.0,1278339.0,4429572.0,7.95,t187ap06_L_mim,371776395.0,369092964.0,525151865.0,408817797.0,116334068.0,142.2,t187ap07_L_mim,0.19559480626943093,5257310.0,156058901.0,0.03368798553822957,0.03807630968427924,0.008434840081925635,3.514170904777438,,,,,,,39.98287113933544
2208.TW,2208,115.0,1.0,2026-06-04,台船,4731963.0,2242.0,-179865.0,89975.0,4011.0,91374.0,0.07,t187ap06_L_ci,29452802.0,26569866.0,49164218.0,41875243.0,7288975.0,5.76,t187ap07_L_ci,0.04457904973603779,-171846.78921922756,22594352.0,-0.007605740993113127,0.012535918973518224,0.0018585467992188953,5.7450111984195305,0.000473799140018635,-0.038010652238827734,0.01930995656559445,,,,3.644175785715683
2211.TW,2211,115.0,1.0,2026-06-04,長榮鋼,3331378.0,771327.0,620420.0,642656.0,121628.0,448208.0,1.07,t187ap06_L_ci,15679754.0,5623316.0,39125713.0,8163868.0,30961845.0,65.33,t187ap07_L_ci,0.18925832793905292,503000.34818005277,33502397.0,0.015013861491165924,0.014476139907037194,0.011455586764642475,0.2636751136762037,0.23153391779617924,0.18623524559506607,0.13454132193944968,,,,53.95819190283404
2227.TW,2227,115.0,1.0,2026-06-04,裕日車,3159179.0,350021.0,-132062.0,-335296.0,-69157.0,-266139.0,-0.89,t187ap06_L_ci,7156009.0,1673418.0,23068493.0,4692070.0,18376423.0,61.25,t187ap07_L_ci,0.20625656136667303,-104823.34599279442,21395075.0,-0.004899414748150891,-0.014482633535373015,-0.011536904469659114,0.25533097491279994,0.11079492488396511,-0.04180263289924376,-0.08424308973945446,,,,17.18071070876024
2228.TW,2228,115.0,1.0,2026-06-04,劍麟,1226898.0,274664.0,102971.0,100989.0,31779.0,69210.0,0.87,t187ap06_L_ci,3665930.0,620149.0,6816477.0,1614190.0,5202287.0,65.21,t187ap07_L_ci,0.3146778361999822,70568.30852865163,6196328.0,0.011388730313929738,0.013303764286745425,0.010153338740818755,0.3102846882534547,0.2238686508576915,0.08392792228856841,0.05641055735684629,,,,41.57860578627166
2231.TW,2231,115.0,1.0,2026-06-04,為升,760094.0,279040.0,22838.0,42202.0,25273.0,53694.0,0.4,t187ap06_L_ci,5909936.0,3871879.0,10789938.0,6306282.0,4483656.0,25.34,t187ap07_L_ci,0.4,13702.8,6918059.0,0.0019807289877117264,0.011975494997832126,0.004976302922222537,1.4065044240682159,0.3671124887185006,0.030046283749115242,0.07064126279118109,,,,29.57105749286636
2233.TW,2233,115.0,1.0,2026-06-04,宇隆,813177.0,224323.0,85316.0,126258.0,18750.0,95703.0,1.59,t187ap06_L_ci,4204923.0,1255818.0,7121201.0,3106555.0,4014646.0,66.33,t187ap07_L_ci,0.14850544123936701,72646.10977522217,5865383.0,0.012385569667866901,0.023838465458722886,0.013439165668824683,0.7738054613034374,0.2758599911212442,0.10491688771325308,0.11769024455930259,,,,47.572105824836534
2236.TW,2236,115.0,1.0,2026-06-04,百達-KY,2731169.0,370672.0,132637.0,69194.0,60480.0,11893.0,0.19,t187ap06_L_ci,5738910.0,3805503.0,8556277.0,6132128.0,2424149.0,37.61,t187ap07_L_ci,0.4,79582.2,4750774.0,0.016751417768978275,0.004906051566962262,0.001389973700009946,2.5296002844709626,0.13571917373110196,0.04856418625138174,0.004354545617645777,,,,16.023506134145666
2239.TW,2239,115.0,1.0,2026-06-04,英利-KY,4078591.0,342809.0,-263804.0,-274930.0,-20080.0,-197568.0,-1.68,t187ap06_L_ci,17936897.0,11457831.0,35115661.0,17327620.0,17788041.0,98.56,t187ap07_L_ci,0.07303677299676281,-244536.60713636197,23657830.0,-0.01033639210089691,-0.011106787981880636,-0.005626207634251851,0.9741162615939551,0.08405084010630141,-0.06468017999353208,-0.04844025792240506,,,,12.505455175345956
2241.TW,2241,115.0,1.0,2026-06-04,艾姆勒,218145.0,24433.0,-12795.0,-10165.0,484.0,-15198.0,-0.15,t187ap06_L_ci,952113.0,375178.0,2376112.0,856522.0,1519590.0,12.76,t187ap07_L_ci,0.0,-12795.0,2000934.0,-0.006394513762073112,-0.010001381951710658,-0.00639616314382487,0.5636533538651873,0.11200348392124504,-0.05865364780306677,-0.06966925668706594,,,,15.61077130043291
2243.TW,2243,115.0,1.0,2026-06-04,宏旭-KY,558167.0,86268.0,43442.0,40717.0,-5312.0,46029.0,0.66,t187ap06_L_ci,2600752.0,2072227.0,3227888.0,2339243.0,888645.0,12.81,t187ap07_L_ci,0.0,43442.0,1155661.0,0.037590608318529395,0.05179683675708523,0.014259788443713041,2.6323706316920705,0.15455589456202176,0.07782975346088178,0.08246456705609612,,,,44.597689446034394
2247.TW,2247,115.0,1.0,2026-06-04,汎德永業,8954402.0,1071235.0,228149.0,239620.0,49871.0,189749.0,2.35,t187ap06_L_ci,11058769.0,4180964.0,21216122.0,8824557.0,12391565.0,153.53,t187ap07_L_ci,0.2081253651615057,180665.40606376764,17035158.0,0.010605443522376936,0.01531275508783596,0.008943623156013148,0.7121422516042163,0.11963222111314636,0.025478976708885753,0.021190583134418132,,,,28.14253066616052
2248.TW,2248,115.0,1.0,2026-06-04,華勝-KY,593726.0,189022.0,97021.0,105639.0,16593.0,89046.0,1.87,t187ap06_L_ci,2515725.0,1373717.0,3197393.0,1407252.0,1790141.0,37.61,t187ap07_L_ci,0.1570726720245364,81781.65228750746,1823676.0,0.0448443979563845,0.04974245045502002,0.027849563691419853,0.7861123788573079,0.31836571078241477,0.1634103946938487,0.14997827280597448,,,,79.8447374062578
2250.TW,2250,115.0,1.0,2026-06-04,IKKA-KY,802397.0,136963.0,29123.0,38650.0,15404.0,23246.0,0.64,t187ap06_L_ci,2520265.0,986699.0,3703858.0,1562907.0,2140951.0,58.84,t187ap07_L_ci,0.39855109961190166,17515.996326002587,2717159.0,0.006446437741038558,0.010857791700977743,0.006276158535235422,0.7300059646390786,0.17069231315670422,0.0362950011029453,0.02897069655046068,,,,27.32221629011707
2254.TW,2254,115.0,1.0,2026-06-04,巨鎧精密-創,30398.0,-22248.0,-62098.0,-66601.0,0.0,-66601.0,-1.04,t187ap06_L_ci,245505.0,730335.0,2231787.0,1197039.0,1034748.0,16.23,t187ap07_L_ci,-0.0,-62098.0,1501452.0,-0.04135863151136367,-0.06436446361819496,-0.029842005531889915,1.1568410859455636,-0.7318902559378907,,,,,,13.653028992995825
2258.TW,2258,115.0,1.0,2026-06-04,鴻華先進-創,819155.0,111928.0,-874554.0,-899272.0,39.0,-899311.0,-0.51,t187ap06_L_ci,5432601.0,5665843.0,19284014.0,6776615.0,12507399.0,7.14,t187ap07_L_ci,0.0,-874554.0,13618171.0,-0.06421963713041935,-0.0719023195789948,-0.04663505222512284,0.5418084927169909,0.1366383651445697,,,,,,20.302446845278123
2301.TW,2301,115.0,1.0,2026-06-04,光寶科,43407292.0,9402933.0,4099305.0,4969901.0,1195242.0,3775414.0,1.66,t187ap06_L_ci,165353065.0,116511425.0,210691221.0,122427807.0,88263414.0,38.83,t187ap07_L_ci,0.24049613865547825,3113437.9763289047,94179796.0,0.03305844893026637,0.042774393476327575,0.017919180410464277,1.3870730969006027,0.21662104606755933,0.09443816490556471,0.0869764923368175,,,,55.042930653751334
2302.TW,2302,115.0,1.0,2026-06-04,麗正,216325.0,70774.0,16066.0,58305.0,16844.0,41461.0,0.25,t187ap06_L_ci,1204494.0,819815.0,2680414.0,894283.0,1786131.0,10.74,t187ap07_L_ci,0.28889460595146216,11424.61926078381,1860599.0,0.006140290981981507,0.023212743074276187,0.015468132907826926,0.5006816409322721,0.32716514503640354,0.07426788397087715,0.19166069571246966,,,,47.257932922925015
2303.TW,2303,115.0,1.0,2026-06-04,聯電,61037902.0,17818490.0,11276411.0,16643830.0,526846.0,16171474.0,1.29,t187ap06_L_ci,216440269.0,79611375.0,599931908.0,193195750.0,406736158.0,32.33,t187ap07_L_ci,0.031654132492341,10919465.992167909,520320533.0,0.020986037066824555,0.03975912561970947,0.026955515758298357,0.47499034988671945,0.29192500751418354,0.18474440684412777,0.264941511259676,,,,71.98249695295522
2305.TW,2305,115.0,1.0,2026-06-04,全友,246934.0,104237.0,18562.0,63999.0,14151.0,32176.0,0.16,t187ap06_L_ci,1660268.0,336947.0,3155900.0,667749.0,2488151.0,11.6,t187ap07_L_ci,0.221112829887967,14457.703651619557,2818953.0,0.005128749451168415,0.012931691042866771,0.01019550682847999,0.26837157391171196,0.4221249402674399,0.07516988345063863,0.13030202402261332,,,,47.6095237771213
2308.TW,2308,115.0,1.0,2026-06-04,台達電,159352652.0,58960871.0,28417303.0,31092823.0,7258274.0,20555591.0,7.91,t187ap06_L_ci,431011083.0,220629087.0,684173975.0,326914768.0,357259207.0,115.32,t187ap07_L_ci,0.23343888716698383,21783599.41139301,463544888.0,0.0469935058617085,0.057536910448328905,0.030044391852233197,0.9150632414632214,0.3700024458959114,0.17832965214786636,0.1289943451960875,,,,85.70758197273398
2312.TW,2312,115.0,1.0,2026-06-04,金寶,35632632.0,2449096.0,879426.0,947695.0,232917.0,526957.0,0.35,t187ap06_L_ci,84408959.0,68733311.0,125727732.0,88792974.0,36934758.0,14.92,t187ap07_L_ci,0.2457721102253362,663287.6161929735,56994421.0,0.011637763917155566,0.014267238464104734,0.004191255116253906,2.404049161497146,0.0687318298575306,0.024680354793886684,0.014788607251914481,,,,14.261959774355192
2313.TW,2313,115.0,1.0,2026-06-04,華通,19548062.0,3515178.0,1938218.0,1745133.0,240964.0,1504169.0,1.26,t187ap06_L_ci,52731928.0,33662918.0,93452900.0,46599014.0,46853886.0,39.31,t187ap07_L_ci,0.13807772817315356,1670593.2618556865,59789982.0,0.027941022993713004,0.03210339906491427,0.016095476972892226,0.9945602804429071,0.1798223271442458,0.09915141460058803,0.07694721860407441,,,,50.78138811489256
2314.TW,2314,115.0,1.0,2026-06-04,台揚,383603.0,55406.0,-106728.0,-99846.0,2840.0,-102686.0,-0.97,t187ap06_L_ci,1919579.0,2737838.0,3340915.0,3284757.0,56158.0,0.53,t187ap07_L_ci,0.0,-106728.0,603077.0,-0.17697242640657826,-1.8285195341714449,-0.030735891215430505,58.491345845649775,0.14443578387030342,-0.2782251442246281,-0.2676882089034757,,,,2.115989708109687
2316.TW,2316,115.0,1.0,2026-06-04,楠梓電,1022324.0,63362.0,-73021.0,821202.0,181542.0,639660.0,3.53,t187ap06_L_ci,7528022.0,3322172.0,20029645.0,6292603.0,13737042.0,75.71,t187ap07_L_ci,0.22106862866870758,-56878.347665982306,16707473.0,-0.003404365679117501,0.046564609760966005,0.031935663362980225,0.45807554493900504,0.06197839432508676,-0.07142647536397463,0.6256920506610428,,,,42.05851873144196
2317.TW,2317,115.0,1.0,2026-06-04,鴻海,2119533391.0,130980560.0,75648689.0,74031230.0,17074953.0,49919449.0,3.56,t187ap06_L_ci,4052387707.0,2792211149.0,5230479067.0,3241680598.0,1988798469.0,127.12,t187ap07_L_ci,0.23064526957069334,58200676.73292546,2438267918.0,0.023869680728385592,0.02510030542466191,0.009543953500349608,1.6299693752429172,0.0617968844256816,0.03569119945041715,0.023552093688152705,,,,30.38699499255044
2321.TW,2321,115.0,1.0,2026-06-04,東訊,167589.0,54806.0,3123.0,2338.0,316.0,-3670.0,-0.12,t187ap06_L_ci,594557.0,366319.0,1167997.0,735200.0,432797.0,5.8,t187ap07_L_ci,0.13515825491873396,2700.9007698887935,801678.0,0.0033690593603526524,-0.008479726060947742,-0.003142131358214105,1.698717874661793,0.3270262368055183,0.018634874603941785,-0.021898811974532934,,,,20.247153626659667
2323.TW,2323,115.0,1.0,2026-06-04,中環,2075463.0,547562.0,128850.0,-283779.0,163412.0,-447414.0,-0.41,t187ap06_L_ci,17255783.0,6222986.0,28647995.0,9533685.0,19114310.0,17.23,t187ap07_L_ci,0.0,128850.0,22425009.0,0.005745817091979763,-0.02340727967684944,-0.01561763746468121,0.49877212413108296,0.26382643294532354,0.062082532909524285,-0.21557310344727898,,,,29.531558237734018
2324.TW,2324,115.0,1.0,2026-06-04,仁寶,201303536.0,10597495.0,2644084.0,3090596.0,699988.0,1967195.0,0.45,t187ap06_L_ci,372539532.0,285043722.0,452433934.0,306525209.0,145908725.0,30.04,t187ap07_L_ci,0.22648964795139837,2045226.3456860748,167390212.0,0.012218315045123874,0.013482367144254053,0.004348027086756937,2.100801093286231,0.05264435593421469,0.013134811501771137,0.009772282390509026,,,,15.86597222954524
2327.TW,2327,115.0,1.0,2026-06-04,國巨*,38165648.0,14541815.0,9612910.0,10324689.0,2287159.0,8000823.0,3.9,t187ap06_L_ci,175966941.0,150655819.0,401694878.0,232595483.0,169099395.0,81.15,t187ap07_L_ci,0.2215232826867715,7483426.620627508,251039059.0,0.029809809877543825,0.04731432066921351,0.019917662480127517,1.375495654493619,0.38101842264017105,0.25187336004356586,0.20963414534452554,,,,73.41957321766789
2328.TW,2328,115.0,1.0,2026-06-04,廣宇,4252307.0,331142.0,-14575.0,-66136.0,41488.0,-83972.0,-0.16,t187ap06_L_ci,17020205.0,5968936.0,24244894.0,6535005.0,17709889.0,28.98,t187ap07_L_ci,0.0,-14575.0,18275958.0,-0.0007974958138993316,-0.00474153169452389,-0.003463492148078684,0.369003159760064,0.07787349314148767,-0.0034275512092612316,-0.01974739829461984,,,,16.240721236048987
2329.TW,2329,115.0,1.0,2026-06-04,華泰,4860476.0,621703.0,272602.0,291646.0,57016.0,234630.0,0.33,t187ap06_L_ci,11473582.0,8460526.0,22594916.0,11149882.0,11445034.0,17.37,t187ap07_L_ci,0.19549728095019303,219309.05021841548,14134390.0,0.015515989739805926,0.020500594406272624,0.010384194391340069,0.9742113479086213,0.12790990018261586,0.05608545335888913,0.04827304980006073,,,,33.68010654697417
2330.TW,2330,115.0,1.0,2026-06-04,台積電,1134103440.0,751295421.0,658966142.0,687799687.0,114998383.0,572479752.0,22.08,t187ap06_L_ci,4265512176.0,1714253448.0,8660949685.0,2728560764.0,5932388921.0,227.17,t187ap07_L_ci,0.167197492487373,548788655.4235218,6946696237.0,0.07899995000508639,0.09650071153856501,0.06609895829223952,0.45994300109711234,0.6624575805889452,0.5810458894296273,0.5047861877572649,,,,99.0126975240919
2331.TW,2331,115.0,1.0,2026-06-04,精英,5002870.0,434807.0,21510.0,88197.0,25640.0,62561.0,0.11,t187ap06_L_ci,15373097.0,11084211.0,22871090.0,11962276.0,10908814.0,19.55,t187ap07_L_ci,0.29071283603750697,15256.766896833225,11786879.0,0.0012943856382027189,0.005734903904310771,0.0027353746585755206,1.0965698012634555,0.08691151279165758,0.004299532068592628,0.012505022117304667,,,,15.003320712083415
2332.TW,2332,115.0,1.0,2026-06-04,友訊,3440889.0,869521.0,31548.0,25642.0,45353.0,-29102.0,-0.05,t187ap06_L_ci,10255657.0,3980490.0,15469266.0,4795742.0,10673524.0,13.8,t187ap07_L_ci,0.4,18928.8,11488776.0,0.001647590657177057,-0.002726559662956677,-0.0018812786592460173,0.4493119610730252,0.25270242661126235,0.009168560799258563,-0.008457697996070202,,,,23.703028126113885
2337.TW,2337,115.0,1.0,2026-06-04,旺宏,10468868.0,4271356.0,1932572.0,2066366.0,286997.0,1775820.0,0.9,t187ap06_L_ci,32339811.0,13877364.0,82152781.0,31504611.0,50648170.0,25.58,t187ap07_L_ci,0.13888972234347643,1664157.611511223,68275417.0,0.02437418451082068,0.03506187883984752,0.021616066776850806,0.6220286142618776,0.4080055264809911,0.18460181177181717,0.16962865517074052,,,,74.05606833586766
2338.TW,2338,115.0,1.0,2026-06-04,光罩,1538711.0,270082.0,14240.0,168706.0,10354.0,149507.0,0.52,t187ap06_L_ci,6285382.0,8085052.0,18260890.0,12071970.0,6188920.0,18.48,t187ap07_L_ci,0.06137303948881486,13366.047917679276,10175838.0,0.001313508324098642,0.02415720351854605,0.0081872789332831,1.9505778067901993,0.17552483864741333,0.009254499382925059,0.09716379489065848,,,,20.202869825211987
2340.TW,2340,115.0,1.0,2026-06-04,台亞,954029.0,-37817.0,-255186.0,-223331.0,14681.0,-215090.0,-0.49,t187ap06_L_ci,5468504.0,4374534.0,14636848.0,7853545.0,6783303.0,14.45,t187ap07_L_ci,0.0,-255186.0,10262314.0,-0.024866321572308156,-0.031708741301988135,-0.014695103754578855,1.1577759389489162,-0.039639256249023876,-0.2674824350203191,-0.2254543624984146,,,,11.371753463278294
2342.TW,2342,115.0,1.0,2026-06-04,茂矽,486204.0,77105.0,-24520.0,-16971.0,0.0,-17129.0,-0.11,t187ap06_L_ci,1455743.0,540803.0,3156363.0,818912.0,2337451.0,14.71,t187ap07_L_ci,-0.0,-24520.0,2615560.0,-0.009374665463610087,-0.007328068053619092,-0.0054268156102450825,0.3503440286020969,0.15858569653890137,-0.05043150611677403,-0.03523006803728476,,,,19.145696131292762
2344.TW,2344,115.0,1.0,2026-06-04,華邦電,38253064.0,20415002.0,12550494.0,12688424.0,2570746.0,10114310.0,2.25,t187ap06_L_ci,110641935.0,75046248.0,229813688.0,106920169.0,122893519.0,25.92,t187ap07_L_ci,0.202605619106045,10007693.393043296,154767440.0,0.06466278303138759,0.08230141086610109,0.044010912004510364,0.870022844736019,0.5336827920503309,0.32809120858919955,0.2644052251605257,,,,96.48134046459246
2345.TW,2345,115.0,1.0,2026-06-04,智邦,70120741.0,13700875.0,10048687.0,10361703.0,2028594.0,8341044.0,14.92,t187ap06_L_ci,143785613.0,93448561.0,164483519.0,99078985.0,65404534.0,116.87,t187ap07_L_ci,0.195778049226078,8081374.66185655,71034958.0,0.11376616372260753,0.1275300577785632,0.050710515258370656,1.5148641682853363,0.19538976349379994,0.14330548788695774,0.11895259349869107,,,,75.12704962857003
2347.TW,2347,115.0,1.0,2026-06-04,聯強,126357648.0,5428837.0,3373256.0,3875913.0,784782.0,2954386.0,1.77,t187ap06_L_ci,208416617.0,157729943.0,249263901.0,167490035.0,81773866.0,47.12,t187ap07_L_ci,0.2024766809781334,2690250.3210304254,91533958.0,0.029390735196116236,0.03612873090774502,0.01185244228365021,2.048209815590717,0.04296405548795907,0.02669609678078212,0.023381141124120954,,,,32.85290577483811
2348.TW,2348,115.0,1.0,2026-06-04,海悅,1308225.0,367809.0,215863.0,62792.0,46667.0,24394.0,0.16,t187ap06_L_ci,36707260.0,15833225.0,49675372.0,39143789.0,10531583.0,46.02,t187ap07_L_ci,0.4,129517.79999999999,33842147.0,0.0038271153422978744,0.002316270972749301,0.0004910682903391242,3.7168001239699673,0.2811511781230293,0.165004490817711,0.018646639530661775,,,,24.402591881803048
2349.TW,2349,115.0,1.0,2026-06-04,錸德,1609102.0,341361.0,56212.0,-11922.0,6700.0,16115.0,0.02,t187ap06_L_ci,6881621.0,4098088.0,17923559.0,8301632.0,9621927.0,7.89,t187ap07_L_ci,0.0,56212.0,13825471.0,0.004065828932699652,0.001674820438774894,0.0008990959886928707,0.8627826837597085,0.21214379200324157,0.034933770512994206,0.010014902722139429,,,,22.458150668394296
2351.TW,2351,115.0,1.0,2026-06-04,順德,2805040.0,536428.0,271819.0,291916.0,59272.0,221741.0,1.22,t187ap06_L_ci,7664285.0,3511531.0,13387353.0,5808485.0,7578868.0,39.78,t187ap07_L_ci,0.20304471149234712,216627.5895668617,9875822.0,0.021935145202785316,0.029257799449733127,0.016563468521372374,0.7664053523560511,0.19123720160853322,0.0969037874682714,0.0790509226249893,,,,49.68991666782807
2352.TW,2352,115.0,1.0,2026-06-04,佳世達,51541496.0,8592872.0,692353.0,694389.0,319139.0,317514.0,0.2,t187ap06_L_ci,124175179.0,108440981.0,212242628.0,151802424.0,60440204.0,18.54,t187ap07_L_ci,0.4,415411.8,103801647.0,0.004001976962851081,0.005253357516794616,0.0014959954227479694,2.511613362522734,0.16671755123289397,0.013432924026885056,0.00616035669589412,,,,9.78480703133882
2353.TW,2353,115.0,1.0,2026-06-04,宏碁,72423012.0,8085890.0,803155.0,1763916.0,424878.0,702042.0,0.23,t187ap06_L_ci,191754114.0,148022790.0,274836716.0,178156636.0,96680080.0,24.22,t187ap07_L_ci,0.24087201431360677,609697.4373439552,126813926.0,0.004807811386140314,0.007261495853127138,0.002554396698583751,1.8427439861448192,0.11164807671904063,0.011089776271663488,0.009693631631890704,,,,12.633401618319937
2354.TW,2354,115.0,1.0,2026-06-04,鴻準,25274831.0,1224398.0,373042.0,939869.0,285306.0,663384.0,0.47,t187ap06_L_ci,119608118.0,42954189.0,150753789.0,44332160.0,106421629.0,75.6,t187ap07_L_ci,0.30355932582093886,259801.62197710536,107799600.0,0.0024100425416894436,0.006233544874604391,0.004400446611660288,0.4165709585219749,0.048443370402753635,0.014759426086765922,0.026246822382313854,,,,20.694624985243127
2355.TW,2355,115.0,1.0,2026-06-04,敬鵬,4055841.0,490137.0,194601.0,319116.0,72399.0,246720.0,0.62,t187ap06_L_ci,13267337.0,5497081.0,24482178.0,6773749.0,17708429.0,44.57,t187ap07_L_ci,0.22687361335689843,150451.16796713418,18985097.0,0.007924698407763425,0.013932348261949154,0.010077534768352717,0.3825155241043686,0.1208471929742808,0.04798043118554204,0.06083078700570363,,,,31.543976371233168
2356.TW,2356,115.0,1.0,2026-06-04,英業達,200310505.0,10176552.0,3614980.0,3306616.0,872750.0,2428376.0,0.68,t187ap06_L_ci,316622404.0,289769524.0,382244260.0,308509302.0,73734958.0,20.47,t187ap07_L_ci,0.2639405361856351,2660840.240499653,92474736.0,0.028773699234995957,0.03293384936897909,0.006352943010838149,4.184030348264388,0.050803885697357706,0.018046881764887966,0.012123058648371937,,,,22.379672750251267
2357.TW,2357,115.0,1.0,2026-06-04,華碩,208369726.0,30969095.0,11895859.0,13859608.0,2702804.0,9797017.0,13.19,t187ap06_L_ci,485857648.0,327627459.0,671441698.0,354711686.0,316730012.0,386.25,t187ap07_L_ci,0.1950130191272365,9576011.621298091,343814239.0,0.027852283399170362,0.03093176089672235,0.014591016657413493,1.1199181402487366,0.1486256933504822,0.05709015041849218,0.047017468362942516,,,,43.51058127447593
